Game Name,Game Name, Platform,Sales in Europe(millions),Sales in Japan(millions),Sales in North America(millions),Sales in the rest world(millions),Total Worldwide Sales(millions)
Assassin's Creed: Revelations,Game: Assassin's Creed: Revelations, Platform: X360,1.47,0.04,2.25,0.43,4.19
Street Fighter IV,Game: Street Fighter IV, Platform: PS3,1.06,0.58,2.02,0.53,4.19
FIFA 12,Game: FIFA 12, Platform: X360,2.79,0.02,0.84,0.53,4.19
Teenage Mutant Ninja Turtles,Game: Teenage Mutant Ninja Turtles, Platform: NES,0.44,0.31,3.38,0.04,4.17
Excitebike,Game: Excitebike, Platform: NES,0.48,1.57,2.04,0.07,4.16
Frogger,Game: Frogger, Platform: PS,0.27,0,3.79,0.11,4.16
Madden NFL 2003,Game: Madden NFL 2003, Platform: PS2,0.21,0.01,3.36,0.56,4.14
Watch Dogs,Game: Watch Dogs, Platform: PS4,1.86,0.11,1.4,0.77,4.14
Half-Life,Game: Half-Life, Platform: PC,0,0.09,4.03,0,4.12
Super Mario World 2: Yoshi's Island,Game: Super Mario World 2: Yoshi's Island, Platform: SNES,0.61,1.76,1.65,0.09,4.12
FIFA Soccer 07,Game: FIFA Soccer 07, Platform: PS2,2.48,0.03,0.71,0.89,4.11
The Legend of Zelda: Skyward Sword,Game: The Legend of Zelda: Skyward Sword, Platform: Wii,1.2,0.37,2.14,0.4,4.1
Street Fighter II Turbo,Game: Street Fighter II Turbo, Platform: SNES,0.51,2.1,1.42,0.07,4.1
Carnival Games,Game: Carnival Games, Platform: Wii,1.5,0.05,2.13,0.42,4.1
Fallout 4,Game: Fallout 4, Platform: XOne,1.26,0.01,2.45,0.37,4.09
World of Warcraft: The Burning Crusade,Game: World of Warcraft: The Burning Crusade, Platform: PC,1.52,0,2.57,0,4.09
Fallout: New Vegas,Game: Fallout: New Vegas, Platform: X360,1.06,0.04,2.65,0.33,4.08
God of War II,Game: God of War II, Platform: PS2,0.04,0.04,2.32,1.67,4.07
Forza Motorsport 2,Game: Forza Motorsport 2, Platform: X360,1.28,0.03,2.35,0.41,4.06
World Soccer Winning Eleven 9,Game: World Soccer Winning Eleven 9, Platform: PS2,2.26,0.9,0.12,0.77,4.06
Namco Museum Vol.3,Game: Namco Museum Vol.3, Platform: PS,1.55,0.16,2.28,0.06,4.05
Tekken Tag Tournament,Game: Tekken Tag Tournament, Platform: PS2,1.51,0.51,1.68,0.35,4.05
Far Cry 4,Game: Far Cry 4, Platform: PS4,2.12,0.1,1.12,0.69,4.03
Star Fox 64,Game: Star Fox 64, Platform: N64,0.58,0.64,2.78,0.04,4.03
Minecraft,Game: Minecraft, Platform: PS4,1.87,0.12,1.38,0.65,4.02
Golf,Game: Golf, Platform: NES,0.28,2.46,1.22,0.04,4.01
Fallout 3,Game: Fallout 3, Platform: PS3,1.2,0.07,2.15,0.59,4.01
Professor Layton and the Diabolical Box,Game: Professor Layton and the Diabolical Box, Platform: DS,1.78,0.92,0.92,0.37,4
Left 4 Dead 2,Game: Left 4 Dead 2, Platform: X360,0.89,0.05,2.67,0.37,3.99
Namco Museum: 50th Anniversary,Game: Namco Museum: 50th Anniversary, Platform: PS2,1.35,0,2.08,0.54,3.98
EA Sports Active,Game: EA Sports Active, Platform: Wii,1.36,0.06,2.1,0.4,3.92
Assassin's Creed: Unity,Game: Assassin's Creed: Unity, Platform: PS4,1.96,0.08,1.18,0.7,3.92
Donkey Kong Land,Game: Donkey Kong Land, Platform: GB,0.76,1.07,1.97,0.11,3.91
Tony Hawk's Underground,Game: Tony Hawk's Underground, Platform: PS2,1.17,0.01,2.29,0.42,3.9
Assassin's Creed IV: Black Flag,Game: Assassin's Creed IV: Black Flag, Platform: PS3,1.71,0.13,1.33,0.73,3.89
Monster Hunter 4 Ultimate,Game: Monster Hunter 4 Ultimate, Platform: 3DS,0.49,2.62,0.67,0.11,3.89
MotorStorm,Game: MotorStorm, Platform: PS3,1.61,0.06,1.53,0.67,3.88
The Elder Scrolls V: Skyrim,Game: The Elder Scrolls V: Skyrim, Platform: PC,2.09,0,1.15,0.64,3.88
Tekken 5,Game: Tekken 5, Platform: PS2,1.94,0.31,0.93,0.7,3.87
Dragon Warrior III,Game: Dragon Warrior III, Platform: NES,0,3.77,0.1,0,3.87
Sports Champions,Game: Sports Champions, Platform: PS3,1.14,0.1,2.12,0.51,3.87
NBA 2K16,Game: NBA 2K16, Platform: PS4,0.65,0.03,2.48,0.69,3.85
World Soccer Winning Eleven 8 International,Game: World Soccer Winning Eleven 8 International, Platform: PS2,1.89,1.12,0.16,0.68,3.85
Flash Focus: Vision Training in Minutes a Day,Game: Flash Focus: Vision Training in Minutes a Day, Platform: DS,1.57,1.05,0.87,0.35,3.84
Namco Museum Vol.1,Game: Namco Museum Vol.1, Platform: PS,1.44,0.22,2.12,0.06,3.84
The Legend of Zelda: Link's Awakening,Game: The Legend of Zelda: Link's Awakening, Platform: GB,0.96,0.54,2.21,0.13,3.83
Mario & Luigi: Bowser's Inside Story,Game: Mario & Luigi: Bowser's Inside Story, Platform: DS,0.48,0.81,2.26,0.27,3.83
Big Brain Academy: Wii Degree,Game: Big Brain Academy: Wii Degree, Platform: Wii,1.93,0.41,1.06,0.43,3.82
Nintendogs + cats,Game: Nintendogs + cats, Platform: 3DS,1.37,0.73,1.44,0.27,3.81
Batman: Arkham Knight,Game: Batman: Arkham Knight, Platform: PS4,1.58,0.1,1.49,0.61,3.79
Mario & Sonic at the London 2012 Olympic Games,Game: Mario & Sonic at the London 2012 Olympic Games, Platform: Wii,1.91,0.27,1.14,0.46,3.78
LEGO Indiana Jones: The Original Adventures,Game: LEGO Indiana Jones: The Original Adventures, Platform: X360,1.03,0,2.4,0.36,3.78
Resident Evil Director's Cut,Game: Resident Evil Director's Cut, Platform: PS,1.24,0.47,1.82,0.25,3.77
Ratchet & Clank: Size Matters,Game: Ratchet & Clank: Size Matters, Platform: PSP,1.4,0.1,1.4,0.87,3.77
Just Dance 2014,Game: Just Dance 2014, Platform: Wii,1.47,0,1.98,0.32,3.76
The Sims: Unleashed,Game: The Sims: Unleashed, Platform: PC,1.56,0,2.03,0.17,3.76
Super Paper Mario,Game: Super Paper Mario, Platform: Wii,0.88,0.59,1.98,0.32,3.76
Harry Potter and the Sorcerer's Stone,Game: Harry Potter and the Sorcerer's Stone, Platform: PS,2,0.14,1.37,0.22,3.73
The Witcher 3: Wild Hunt,Game: The Witcher 3: Wild Hunt, Platform: PS4,2,0.21,0.96,0.56,3.73
Resident Evil 3: Nemesis,Game: Resident Evil 3: Nemesis, Platform: PS,0.77,1.54,1.3,0.11,3.72
Spyro: Year of the Dragon,Game: Spyro: Year of the Dragon, Platform: PS,1.58,0,1.93,0.19,3.71
FIFA Soccer 2005,Game: FIFA Soccer 2005, Platform: PS2,2.48,0.04,0.58,0.59,3.7
Pokémon Trading Card Game,Game: Pokémon Trading Card Game, Platform: GB,0.73,1.38,1.49,0.1,3.7
Battlefield 4,Game: Battlefield 4, Platform: PS3,1.51,0.27,1.3,0.61,3.69
MySims,Game: MySims, Platform: DS,1.61,0.08,1.59,0.41,3.69
Friend Collection,Game: Friend Collection, Platform: DS,0,3.67,0,0,3.67
Tony Hawk's Pro Skater 4,Game: Tony Hawk's Pro Skater 4, Platform: PS2,1.18,0.01,2.13,0.35,3.67
Midnight Club 3: DUB Edition,Game: Midnight Club 3: DUB Edition, Platform: PSP,1.22,0,1.65,0.79,3.66
Banjo-Kazooie,Game: Banjo-Kazooie, Platform: N64,1.13,0.55,1.87,0.1,3.65
SOCOM: U.S. Navy SEALs,Game: SOCOM: U.S. Navy SEALs, Platform: PS2,0.81,0.06,2.53,0.24,3.65
Guitar Hero: World Tour,Game: Guitar Hero: World Tour, Platform: Wii,0.97,0,2.33,0.35,3.65
Gran Turismo 6,Game: Gran Turismo 6, Platform: PS3,1.8,0.4,0.71,0.74,3.64
Jak and Daxter: The Precursor Legacy,Game: Jak and Daxter: The Precursor Legacy, Platform: PS2,1.09,0.15,2.08,0.33,3.64
Pokemon Snap,Game: Pokemon Snap, Platform: N64,0.68,0.66,2.23,0.06,3.63
FIFA Soccer 10,Game: FIFA Soccer 10, Platform: PS3,2.46,0.05,0.6,0.52,3.63
Pro Evolution Soccer 2008,Game: Pro Evolution Soccer 2008, Platform: PS2,0,0.64,0.05,2.93,3.63
Call of Duty: Ghosts,Game: Call of Duty: Ghosts, Platform: PS4,1.42,0.05,1.78,0.38,3.63
Resident Evil 4,Game: Resident Evil 4, Platform: PS2,0.83,0.46,2.08,0.25,3.62
Tom Clancy's The Division,Game: Tom Clancy's The Division, Platform: PS4,1.61,0.15,1.28,0.57,3.61
Star Wars: Battlefront,Game: Star Wars: Battlefront, Platform: PS2,1.22,0.03,1.93,0.44,3.61
Doom II: Hell on Earth,Game: Doom II: Hell on Earth, Platform: PC,1.4,0,2.05,0.16,3.61
The Simpsons: Road Rage,Game: The Simpsons: Road Rage, Platform: PS2,1.17,0,2.02,0.42,3.61
Cooking Mama 2: Dinner With Friends,Game: Cooking Mama 2: Dinner With Friends, Platform: DS,1.5,0.1,1.61,0.39,3.61
Luigi's Mansion,Game: Luigi's Mansion, Platform: GC,0.67,0.46,2.38,0.1,3.6
Star Wars: Battlefront II,Game: Star Wars: Battlefront II, Platform: PS2,1.02,0.03,2.18,0.37,3.59
WWF SmackDown!,Game: WWF SmackDown!, Platform: PS,1.35,0.06,2.01,0.16,3.58
Croc: Legend of the Gobbos,Game: Croc: Legend of the Gobbos, Platform: PS,1.79,0,1.57,0.2,3.56
Grand Theft Auto: Liberty City Stories,Game: Grand Theft Auto: Liberty City Stories, Platform: PS2,1.4,0.07,1.56,0.5,3.54
The Getaway,Game: The Getaway, Platform: PS2,1.77,0.05,1.23,0.49,3.54
Tomb Raider III: Adventures of Lara Croft,Game: Tomb Raider III: Adventures of Lara Croft, Platform: PS,1.58,0.12,1.66,0.18,3.54
James Bond 007: Agent Under Fire,Game: James Bond 007: Agent Under Fire, Platform: PS2,1.13,0.1,1.9,0.41,3.53
LEGO Star Wars: The Video Game,Game: LEGO Star Wars: The Video Game, Platform: PS2,1.14,0.01,1.98,0.41,3.53
Battlefield 4,Game: Battlefield 4, Platform: X360,1.08,0.02,2.14,0.29,3.53
FIFA Soccer 11,Game: FIFA Soccer 11, Platform: X360,2.4,0.02,0.71,0.4,3.53
Rugrats in Paris: The Movie,Game: Rugrats in Paris: The Movie, Platform: PS,1.33,0,1.96,0.23,3.52
Spyro 2: Ripto's Rage!,Game: Spyro 2: Ripto's Rage!, Platform: PS,1.21,0.01,2.14,0.17,3.52
Left 4 Dead,Game: Left 4 Dead, Platform: X360,0.5,0.05,2.66,0.3,3.52
Mario & Sonic at the Olympic Winter Games,Game: Mario & Sonic at the Olympic Winter Games, Platform: DS,1.66,0.27,1.22,0.38,3.52
Resident Evil 5,Game: Resident Evil 5, Platform: X360,0.94,0.12,2.11,0.34,3.51
Donkey Kong Country 3: Dixie Kong's Double Trouble!,Game: Donkey Kong Country 3: Dixie Kong's Double Trouble!, Platform: SNES,0.5,1.75,1.17,0.08,3.51
Assassin's Creed: Brotherhood,Game: Assassin's Creed: Brotherhood, Platform: X360,0.39,0.03,2.84,0.24,3.5
Kung Fu,Game: Kung Fu, Platform: NES,0.38,1.42,1.64,0.06,3.5
Batman: Arkham Asylum,Game: Batman: Arkham Asylum, Platform: X360,0.97,0.02,2.2,0.31,3.5
Clubhouse Games,Game: Clubhouse Games, Platform: DS,1.83,0.73,0.59,0.35,3.5
FIFA Soccer 2004,Game: FIFA Soccer 2004, Platform: PS2,2.36,0.04,0.59,0.51,3.49
Star Wars Battlefront (2015),Game: Star Wars Battlefront (2015), Platform: XOne,1.22,0.02,1.94,0.31,3.49
Battlefield: Bad Company 2,Game: Battlefield: Bad Company 2, Platform: X360,1.02,0.04,2.09,0.32,3.48
Guitar Hero: On Tour,Game: Guitar Hero: On Tour, Platform: DS,1.01,0.01,2.11,0.35,3.48
Assassin's Creed: Unity,Game: Assassin's Creed: Unity, Platform: XOne,0.89,0,2.26,0.3,3.46
Far Cry 3,Game: Far Cry 3, Platform: PS3,1.75,0.1,0.88,0.72,3.45
Monster Hunter 4,Game: Monster Hunter 4, Platform: 3DS,0,3.44,0,0,3.44
Borderlands,Game: Borderlands, Platform: X360,0.73,0.03,2.39,0.29,3.44
Tekken 4,Game: Tekken 4, Platform: PS2,1.27,0.33,1.55,0.29,3.44
Battlefield 4,Game: Battlefield 4, Platform: PS4,1.54,0.17,1.34,0.38,3.43
LittleBigPlanet 2,Game: LittleBigPlanet 2, Platform: PS3,1.07,0.06,1.82,0.47,3.42
Grand Theft Auto 2,Game: Grand Theft Auto 2, Platform: PS,2.07,0,1.13,0.22,3.42
Final Fantasy III,Game: Final Fantasy III, Platform: SNES,0,2.55,0.86,0.02,3.42
Spider-Man 2,Game: Spider-Man 2, Platform: PS2,1.2,0.02,1.75,0.43,3.41
F-1 Race,Game: F-1 Race, Platform: GB,0.69,0.59,1.73,0.4,3.41
FIFA Soccer 2003,Game: FIFA Soccer 2003, Platform: PS2,2.28,0.05,0.46,0.61,3.4
Crash Bash,Game: Crash Bash, Platform: PS,1.47,0.19,1.56,0.17,3.39
LEGO Batman: The Videogame,Game: LEGO Batman: The Videogame, Platform: X360,1.03,0,2.03,0.32,3.38
Metal Gear Solid V: The Phantom Pain,Game: Metal Gear Solid V: The Phantom Pain, Platform: PS4,1.35,0.48,1.08,0.47,3.38
The Legend of Zelda: Spirit Tracks,Game: The Legend of Zelda: Spirit Tracks, Platform: DS,0.94,0.74,1.43,0.27,3.38
WWF War Zone,Game: WWF War Zone, Platform: PS,0.76,0,2.47,0.13,3.36
The Legend of Zelda: Majora's Mask,Game: The Legend of Zelda: Majora's Mask, Platform: N64,0.67,0.73,1.9,0.06,3.36
Professor Layton and the Unwound Future,Game: Professor Layton and the Unwound Future, Platform: DS,1.61,0.82,0.65,0.28,3.36
Rugrats: Search For Reptar,Game: Rugrats: Search For Reptar, Platform: PS,1.53,0,1.63,0.18,3.34
Assassin's Creed IV: Black Flag,Game: Assassin's Creed IV: Black Flag, Platform: X360,1.14,0.01,1.9,0.29,3.34
English Training: Have Fun Improving Your Skills!,Game: English Training: Have Fun Improving Your Skills!, Platform: DS,0.99,2.32,0,0.02,3.33
James Bond 007: Nightfire,Game: James Bond 007: Nightfire, Platform: PS2,1.29,0.12,1.45,0.46,3.33
Ratchet & Clank,Game: Ratchet & Clank, Platform: PS2,1.01,0.57,1.44,0.3,3.33
Mario Party 9,Game: Mario Party 9, Platform: Wii,1.17,0.76,1.15,0.24,3.32
Star Wars Episode III: Revenge of the Sith,Game: Star Wars Episode III: Revenge of the Sith, Platform: PS2,1.39,0.03,1.47,0.43,3.32
Max Payne,Game: Max Payne, Platform: PS2,1.05,0.05,1.99,0.22,3.31
The Lord of the Rings: The Return of the King,Game: The Lord of the Rings: The Return of the King, Platform: PS2,1.28,0.05,1.5,0.46,3.28
Assassin's Creed Syndicate,Game: Assassin's Creed Syndicate, Platform: PS4,1.92,0.06,0.8,0.5,3.28
Destiny,Game: Destiny, Platform: XOne,0.92,0,2.13,0.23,3.28
True Crime: Streets of LA,Game: True Crime: Streets of LA, Platform: PS2,1.05,0.02,1.89,0.31,3.27
Wii Music,Game: Wii Music, Platform: Wii,1.13,0.46,1.36,0.32,3.27
Gran Turismo (PSP),Game: Gran Turismo (PSP), Platform: PSP,1.59,0.31,0.5,0.87,3.27
Monster Hunter X,Game: Monster Hunter X, Platform: 3DS,0.19,2.78,0.25,0.04,3.26
Tekken,Game: Tekken, Platform: PS,1.3,0.77,0.95,0.22,3.24
FIFA 16,Game: FIFA 16, Platform: XOne,2.11,0,0.88,0.23,3.23
L.A. Noire,Game: L.A. Noire, Platform: PS3,1.33,0.12,1.27,0.51,3.23
Madden NFL 16,Game: Madden NFL 16, Platform: PS4,0.3,0,2.33,0.59,3.22
Yokai Watch 2 Ganso/Honke,Game: Yokai Watch 2 Ganso/Honke, Platform: 3DS,0,3.18,0.03,0,3.22
007: Tomorrow Never Dies,Game: 007: Tomorrow Never Dies, Platform: PS,1.33,0,1.72,0.16,3.21
Baseball,Game: Baseball, Platform: NES,0.1,2.35,0.73,0.02,3.2
Killer Instinct,Game: Killer Instinct, Platform: SNES,0.72,0.12,2.26,0.1,3.2
WWF SmackDown! 2: Know Your Role,Game: WWF SmackDown! 2: Know Your Role, Platform: PS,1.21,0.07,1.76,0.16,3.2
Crisis Core: Final Fantasy VII,Game: Crisis Core: Final Fantasy VII, Platform: PSP,0.6,0.8,1.35,0.44,3.19
God of War: Chains of Olympus,Game: God of War: Chains of Olympus, Platform: PSP,1.01,0.04,1.48,0.66,3.19
Dragon Quest VI: Maboroshi no Daichi,Game: Dragon Quest VI: Maboroshi no Daichi, Platform: SNES,0,3.19,0,0,3.19
Dance Central,Game: Dance Central, Platform: X360,0.77,0.01,2.15,0.26,3.19
Enter the Matrix,Game: Enter the Matrix, Platform: PS2,1.12,0.09,1.78,0.19,3.18
Super Mario Maker,Game: Super Mario Maker, Platform: WiiU,0.87,0.93,1.18,0.2,3.18
Fallout: New Vegas,Game: Fallout: New Vegas, Platform: PS3,1.08,0.1,1.52,0.47,3.17
LEGO Batman: The Videogame,Game: LEGO Batman: The Videogame, Platform: Wii,1.02,0,1.86,0.29,3.17
Rhythm Heaven,Game: Rhythm Heaven, Platform: DS,0.51,1.93,0.58,0.14,3.17
Ace Combat 04: Shattered Skies,Game: Ace Combat 04: Shattered Skies, Platform: PS2,0.56,0.38,2.06,0.17,3.17
Club Penguin: Elite Penguin Force,Game: Club Penguin: Elite Penguin Force, Platform: DS,0.98,0,1.88,0.3,3.16
Animal Crossing,Game: Animal Crossing, Platform: GC,0.16,0.99,1.92,0.09,3.15
LEGO Batman: The Videogame,Game: LEGO Batman: The Videogame, Platform: DS,1.06,0,1.79,0.29,3.15
Sonic Rush,Game: Sonic Rush, Platform: DS,1.57,0.06,1.22,0.29,3.15
Resident Evil 6,Game: Resident Evil 6, Platform: PS3,0.97,0.88,0.88,0.42,3.15
Halo: The Master Chief Collection,Game: Halo: The Master Chief Collection, Platform: XOne,0.99,0.03,1.89,0.24,3.15
FIFA Soccer 08,Game: FIFA Soccer 08, Platform: PS2,0,0,0.68,2.46,3.14
Spider-Man,Game: Spider-Man, Platform: PS,1.25,0.02,1.7,0.16,3.13
Need for Speed III: Hot Pursuit,Game: Need for Speed III: Hot Pursuit, Platform: PS,0.86,0,2.14,0.13,3.12
Star Wars Episode I Racer,Game: Star Wars Episode I Racer, Platform: N64,0.62,0.14,2.31,0.04,3.12
Personal Trainer: Cooking,Game: Personal Trainer: Cooking, Platform: DS,1,1.03,0.91,0.17,3.12
The Elder Scrolls IV: Oblivion,Game: The Elder Scrolls IV: Oblivion, Platform: PS3,0.87,0.14,1.69,0.42,3.12
Dragon Warrior IV,Game: Dragon Warrior IV, Platform: NES,0,3.03,0.08,0.01,3.12
Heavy Rain,Game: Heavy Rain, Platform: PS3,1.27,0.06,1.29,0.5,3.12
Mass Effect 2,Game: Mass Effect 2, Platform: X360,0.82,0.03,1.99,0.27,3.11
FIFA 15,Game: FIFA 15, Platform: X360,2.02,0,0.78,0.3,3.11
Dragon Ball Z: Budokai,Game: Dragon Ball Z: Budokai, Platform: PS2,0.28,0.55,2.17,0.08,3.09
Madden NFL 2002,Game: Madden NFL 2002, Platform: PS2,0.16,0.01,2.5,0.42,3.08
World Class Track Meet,Game: World Class Track Meet, Platform: NES,0.45,0.64,1.92,0.07,3.08
Borderlands 2,Game: Borderlands 2, Platform: X360,0.91,0.04,1.89,0.24,3.07
The Legend of Zelda: A Link Between Worlds,Game: The Legend of Zelda: A Link Between Worlds, Platform: 3DS,0.99,0.46,1.4,0.22,3.07
Donkey Kong,Game: Donkey Kong, Platform: GB,0.62,0.55,1.57,0.34,3.07
The Sims: Vacation,Game: The Sims: Vacation, Platform: PC,1.21,0,1.72,0.14,3.07
Mass Effect 3,Game: Mass Effect 3, Platform: X360,0.86,0.03,1.94,0.24,3.07
Kung Fu Panda,Game: Kung Fu Panda, Platform: X360,0.84,0,1.91,0.29,3.05
Far Cry 3,Game: Far Cry 3, Platform: X360,1.35,0.02,1.38,0.28,3.04
Epic Mickey,Game: Epic Mickey, Platform: Wii,0.64,0.12,2.06,0.22,3.04
Saints Row 2,Game: Saints Row 2, Platform: X360,0.8,0.02,1.94,0.27,3.03
Rayman,Game: Rayman, Platform: PS,1.33,0,1.54,0.16,3.03
Killzone 2,Game: Killzone 2, Platform: PS3,1.07,0.08,1.4,0.47,3.02
Tom Clancy's Splinter Cell,Game: Tom Clancy's Splinter Cell, Platform: XB,1.04,0,1.85,0.13,3.02
Mike Tyson's Punch-Out!!,Game: Mike Tyson's Punch-Out!!, Platform: NES,0.47,0.45,2.03,0.07,3.02
WWE SmackDown! Shut Your Mouth,Game: WWE SmackDown! Shut Your Mouth, Platform: PS2,1.13,0.07,1.45,0.38,3.02
Gears of War: Ultimate Edition,Game: Gears of War: Ultimate Edition, Platform: XOne,0.32,0,2.38,0.31,3
NBA 2K13,Game: NBA 2K13, Platform: X360,0.21,0.01,2.6,0.19,3
Dragon Ball Z: Budokai Tenkaichi 3,Game: Dragon Ball Z: Budokai Tenkaichi 3, Platform: PS2,0,0.76,1.15,1.09,3
wwe Smackdown vs. Raw 2006,Game: wwe Smackdown vs. Raw 2006, Platform: PS2,1.02,0,1.57,0.41,3
Middle-Earth: Shadow of Mordor,Game: Middle-Earth: Shadow of Mordor, Platform: PS4,1.41,0.05,1.01,0.53,2.99
Star Fox,Game: Star Fox, Platform: SNES,0.51,0.8,1.61,0.07,2.99
The Sims: Livin Large,Game: The Sims: Livin Large, Platform: PC,1.18,0,1.67,0.13,2.99
World Soccer Winning Eleven 6 International,Game: World Soccer Winning Eleven 6 International, Platform: PS2,1.26,1.16,0.12,0.45,2.99
Devil May Cry,Game: Devil May Cry, Platform: PS2,0.86,0.64,1.36,0.13,2.99
Animal Crossing: Happy Home Designer,Game: Animal Crossing: Happy Home Designer, Platform: 3DS,1,1.39,0.47,0.12,2.98
Battlefield: Bad Company 2,Game: Battlefield: Bad Company 2, Platform: PS3,1.12,0.08,1.33,0.45,2.97
The Sims 4,Game: The Sims 4, Platform: PC,1.72,0,0.96,0.29,2.97
Star Wars: The Old Republic,Game: Star Wars: The Old Republic, Platform: PC,1.01,0,1.58,0.38,2.97
Sonic Heroes,Game: Sonic Heroes, Platform: PS2,1.37,0.06,1.04,0.49,2.96
Kirby Super Star Ultra,Game: Kirby Super Star Ultra, Platform: DS,0.04,1.19,1.57,0.15,2.96
Hitman 2: Silent Assassin,Game: Hitman 2: Silent Assassin, Platform: PS2,1.15,0.04,1.36,0.41,2.96
Street Fighter IV,Game: Street Fighter IV, Platform: X360,0.71,0.15,1.82,0.26,2.95
Wave Race 64,Game: Wave Race 64, Platform: N64,0.58,0.34,1.98,0.04,2.94
SOCOM II: U.S. Navy SEALs,Game: SOCOM II: U.S. Navy SEALs, Platform: PS2,0.51,0.06,2.22,0.15,2.94
WWE SmackDown! vs. RAW 2006,Game: WWE SmackDown! vs. RAW 2006, Platform: PS2,1.11,0.04,1.45,0.33,2.94
inFAMOUS,Game: inFAMOUS, Platform: PS3,0.69,0.12,1.76,0.37,2.94
Pac-Man Collection,Game: Pac-Man Collection, Platform: GBA,0.77,0.05,2.07,0.05,2.94
Mass Effect,Game: Mass Effect, Platform: X360,0.8,0.03,1.83,0.27,2.93
WarioWare: Smooth Moves,Game: WarioWare: Smooth Moves, Platform: Wii,1.06,0.73,0.87,0.26,2.92
Cooking Mama: Cook Off,Game: Cooking Mama: Cook Off, Platform: Wii,1.13,0.05,1.43,0.3,2.91
Super Mario World 2: Yoshi's Island,Game: Super Mario World 2: Yoshi's Island, Platform: GBA,0.45,0.62,1.75,0.09,2.91
FIFA 14,Game: FIFA 14, Platform: PS4,1.85,0.11,0.61,0.33,2.9
Titanfall,Game: Titanfall, Platform: XOne,0.8,0.04,1.84,0.22,2.9
Sonic Mega Collection Plus,Game: Sonic Mega Collection Plus, Platform: PS2,1.14,0,1.54,0.22,2.9
Sega Superstars Tennis,Game: Sega Superstars Tennis, Platform: X360,0.86,0,1.75,0.28,2.9
World Soccer Winning Eleven 7 International,Game: World Soccer Winning Eleven 7 International, Platform: PS2,1.24,1.13,0.08,0.45,2.9
Need for Speed: Most Wanted,Game: Need for Speed: Most Wanted, Platform: PS3,1.51,0.06,0.71,0.61,2.89
Hot Shots Golf 3,Game: Hot Shots Golf 3, Platform: PS2,0.32,1.38,0.99,0.2,2.89
